place,run.id,run.weblink,run.game,run.level,run.category,run.videos.links,run.comment,run.status.status,run.status.examiner,run.status.verify-date,run.players,run.date,run.submitted,run.times.primary,run.times.primary_t,run.times.realtime,run.times.realtime_t,run.times.realtime_noloads,run.times.realtime_noloads_t,run.times.ingame,run.times.ingame_t,run.system.platform,run.system.emulated,run.system.region,run.splits,run.values.e8m7em86,run.values.kn04ewol,run.videos.text,run.splits.rel,run.splits.uri,run.videos
99,m3n30k4y,https://www.speedrun.com/sm64/run/m3n30k4y,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/bQAOXnYq9OU'}],"woke up and chose 0 star ?
",verified,v8159vlj,2021-02-18T21:10:12Z,"[{'rel': 'user', 'id': 'kjp07yy8', 'uri': 'https://www.speedrun.com/api/v1/users/kjp07yy8'}]",2021-02-18,2021-02-18T16:20:08Z,PT8M9S,489.0,PT8M9S,489.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
100,y4q03xkm,https://www.speedrun.com/sm64/run/y4q03xkm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/1527121048'}],"mod note: 0.66s trimmed from beginning sequence, including full beginning in future submissions would be ideal B) (confirmed as 8:10)",verified,qxkm6mj0,2022-07-09T21:14:07Z,"[{'rel': 'user', 'id': '7j4q7emx', 'uri': 'https://www.speedrun.com/api/v1/users/7j4q7emx'}]",2022-07-09,2022-07-09T19:57:04Z,PT8M10S,490.0,PT8M10S,490.0,,0,,0,w89rwelk,False,pr184lqn,,9qj7z0oq,5q8e86rq,,,,
101,yjxv8ldz,https://www.speedrun.com/sm64/run/yjxv8ldz,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=CR-g2bng2Lc'}],"started timer a hair early but also split a little early, could be a really low 8:11 (also split at the end of bits but caught it, so timer should be accurate at least in that instance lmao)

(run starts at pretty much 38:00 exactly, in case yt trim hasn't processed)",verified,zx7gkrx7,2022-03-19T04:58:09Z,"[{'rel': 'user', 'id': 'zxze4qex', 'uri': 'https://www.speedrun.com/api/v1/users/zxze4qex'}]",2022-03-18,2022-03-19T00:50:09Z,PT8M11S,491.0,PT8M11S,491.0,,0,,0,w89rwelk,False,pr184lqn,,9qj7z0oq,5q8e86rq,,,,
101,m7o76e0y,https://www.speedrun.com/sm64/run/m7o76e0y,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/2227957393'}],,verified,8lpgwllj,2024-08-19T23:18:14Z,"[{'rel': 'user', 'id': '8w1wng4x', 'uri': 'https://www.speedrun.com/api/v1/users/8w1wng4x'}]",2024-08-16,2024-08-19T05:26:15Z,PT8M11S,491.0,PT8M11S,491.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
103,2ywwxpy4,https://www.speedrun.com/sm64/run/2ywwxpy4,o1y9wo6q,,xk9gg6d0,[{'uri': 'http://www.nicovideo.jp/watch/sm17164013'}],,verified,qxkm6mj0,,"[{'rel': 'user', 'id': 'v81kkerj', 'uri': 'https://www.speedrun.com/api/v1/users/v81kkerj'}]",2012-03-05,,PT8M12S,492.0,PT8M12S,492.0,,0,,0,w89rwelk,False,pr184lqn,,9qj7z0oq,5q8e86rq,,,,
103,zp686o8m,https://www.speedrun.com/sm64/run/zp686o8m,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=gfjC2ysymu8'}],,verified,qxkm6mj0,2024-04-04T11:46:39Z,"[{'rel': 'user', 'id': '8w1de74x', 'uri': 'https://www.speedrun.com/api/v1/users/8w1de74x'}]",2024-04-04,2024-04-04T04:52:54Z,PT8M12S,492.0,PT8M12S,492.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
105,z0o2xloz,https://www.speedrun.com/sm64/run/z0o2xloz,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/1424565241'}],"previous pb: 9:56 (first run ever, but was too lazy to submit)

mod note: 8:14(.03)",verified,qxkm6mj0,2022-03-13T19:33:28Z,"[{'rel': 'user', 'id': 'zx7gnyx7', 'uri': 'https://www.speedrun.com/api/v1/users/zx7gnyx7'}]",2022-03-13,2022-03-13T19:18:31Z,PT8M14S,494.0,PT8M14S,494.0,,0,,0,w89rwelk,False,pr184lqn,,9qj7z0oq,5q8e86rq,,,,
105,yvredo4z,https://www.speedrun.com/sm64/run/yvredo4z,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=cM0C3z0ObVc'}],7,verified,98rv2rdj,2022-07-18T00:51:06Z,"[{'rel': 'user', 'id': 'y8dz54gj', 'uri': 'https://www.speedrun.com/api/v1/users/y8dz54gj'}]",2022-07-17,2022-07-17T20:14:00Z,PT8M14S,494.0,PT8M14S,494.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
107,meeqdj9m,https://www.speedrun.com/sm64/run/meeqdj9m,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=2JA--ySsSnI'}],"Faster than my 1 star finally, only took 5 years.",verified,qxkm6mj0,2023-04-15T17:57:14Z,"[{'rel': 'user', 'id': 'v8l04qv8', 'uri': 'https://www.speedrun.com/api/v1/users/v8l04qv8'}]",2023-04-15,2023-04-15T16:13:03Z,PT8M15S,495.0,PT8M15S,495.0,,0,,0,w89rwelk,False,pr184lqn,,9qj7z0oq,5q8e86rq,,,,
107,mrlvjg2m,https://www.speedrun.com/sm64/run/mrlvjg2m,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/1876356319'}],,verified,qxkm6mj0,2023-07-20T13:59:20Z,"[{'rel': 'user', 'id': '8v55qvej', 'uri': 'https://www.speedrun.com/api/v1/users/8v55qvej'}]",2023-07-16,2023-07-19T21:31:34Z,PT8M15S,495.0,PT8M15S,495.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
107,y4lek1dz,https://www.speedrun.com/sm64/run/y4lek1dz,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/iV_hbCEjmto'}],,verified,8lpgwllj,2024-08-04T23:37:07Z,"[{'rel': 'user', 'id': 'jmo3d1e8', 'uri': 'https://www.speedrun.com/api/v1/users/jmo3d1e8'}]",2024-08-03,2024-08-03T21:44:18Z,PT8M15S,495.0,PT8M15S,495.0,,0,,0,w89rwelk,False,pr184lqn,,9qj7z0oq,5q8e86rq,,,,
107,m3vd7gdz,https://www.speedrun.com/sm64/run/m3vd7gdz,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/PczsxXD1qSY?si=xWQ13Xgtv9pMnCVM'}],Mod note: retimed to 8:15.600,verified,8q316z7j,2025-04-27T21:09:29Z,"[{'rel': 'user', 'id': 'j2pdvoo8', 'uri': 'https://www.speedrun.com/api/v1/users/j2pdvoo8'}]",2025-04-27,2025-04-27T07:14:50Z,PT8M15S,495.0,PT8M15S,495.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
111,z0e5w04m,https://www.speedrun.com/sm64/run/z0e5w04m,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=pxgZLd7YRKY'}],,verified,e8e6edj0,2017-06-20T05:33:28Z,"[{'rel': 'user', 'id': 'e8e6edj0', 'uri': 'https://www.speedrun.com/api/v1/users/e8e6edj0'}]",2017-06-20,2017-06-20T05:33:28Z,PT8M16S,496.0,PT8M16S,496.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
112,6yje93md,https://www.speedrun.com/sm64/run/6yje93md,o1y9wo6q,,xk9gg6d0,[{'uri': 'http://www.nicovideo.jp/watch/sm19169200'}],,verified,qxkm6mj0,,"[{'rel': 'guest', 'name': '[jp]OMUNAMU', 'uri': 'https://www.speedrun.com/api/v1/guests/%5Bjp%5DOMUNAMU'}]",2012-10-21,,PT8M17S,497.0,PT8M17S,497.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
112,z0ov6eoz,https://www.speedrun.com/sm64/run/z0ov6eoz,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=GfHlc7LZjDw'}],yes this category is very fun and healthy and you should run it too!,verified,zx7gkrx7,2022-03-29T05:11:16Z,"[{'rel': 'user', 'id': '98rl4w38', 'uri': 'https://www.speedrun.com/api/v1/users/98rl4w38'}]",2022-03-28,2022-03-29T03:44:32Z,PT8M17S,497.0,PT8M17S,497.0,,0,,0,w89rwelk,False,pr184lqn,,9qj7z0oq,5q8e86rq,,,,
114,yvr8216z,https://www.speedrun.com/sm64/run/yvr8216z,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=VNg1MzjgP9o'}],shoutout to thomkar,verified,qxkm6mj0,2022-06-08T13:32:20Z,"[{'rel': 'user', 'id': 'qxkovr28', 'uri': 'https://www.speedrun.com/api/v1/users/qxkovr28'}]",2022-06-07,2022-06-08T04:56:36Z,PT8M18S,498.0,PT8M18S,498.0,,0,,0,w89rwelk,False,pr184lqn,,9qj7z0oq,5q8e86rq,,,,
115,y9vj7nrm,https://www.speedrun.com/sm64/run/y9vj7nrm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=4HCyw_rCvoc'}],,verified,qxkm6mj0,2022-06-22T13:32:45Z,"[{'rel': 'user', 'id': '98rv2rdj', 'uri': 'https://www.speedrun.com/api/v1/users/98rv2rdj'}]",2022-06-21,2022-06-22T02:28:38Z,PT8M19S,499.0,PT8M19S,499.0,,0,,0,w89rwelk,False,pr184lqn,,9qj7z0oq,5q8e86rq,,,,
116,7ylpxkmp,https://www.speedrun.com/sm64/run/7ylpxkmp,o1y9wo6q,,xk9gg6d0,,Legacy. No VoD. Added from atwiki,verified,,,"[{'rel': 'guest', 'name': '[jp]ことんび (Kotonbi)', 'uri': 'https://www.speedrun.com/api/v1/guests/%5Bjp%5D%E3%81%93%E3%81%A8%E3%82%93%E3%81%B3+%28Kotonbi%29'}]",2012-10-22,,PT8M20S,500.0,PT8M20S,500.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,4qyxop3l,,,,
116,zn93948y,https://www.speedrun.com/sm64/run/zn93948y,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/aNyuB7lMakY'}],"worst run ever

Mod note: retimed to 8:20.78

![](/static/blob/4zjqk35e.jpg)",verified,8q316z7j,2025-01-04T02:31:54Z,"[{'rel': 'user', 'id': 'x72zygq8', 'uri': 'https://www.speedrun.com/api/v1/users/x72zygq8'}]",2025-01-02,2025-01-03T04:52:54Z,PT8M20S,500.0,PT8M20S,500.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
118,ydd4o60y,https://www.speedrun.com/sm64/run/ydd4o60y,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/1525929931'}],"mod note (kyman): accepting, but setting to verified: no due to bottom of capture card 'clipping' throughout the run",verified,48gye018,2022-07-09T07:24:37Z,"[{'rel': 'user', 'id': 'xz9z40r8', 'uri': 'https://www.speedrun.com/api/v1/users/xz9z40r8'}]",2022-07-08,2022-07-08T15:02:30Z,PT8M21S,501.0,PT8M21S,501.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,4qyxop3l,,,,
119,yvpon8xy,https://www.speedrun.com/sm64/run/yvpon8xy,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=tGC9x_5eIug'}],sub 7 eventually :pep:,verified,qxkm6mj0,2023-06-18T04:07:35Z,"[{'rel': 'user', 'id': 'pj0mn69x', 'uri': 'https://www.speedrun.com/api/v1/users/pj0mn69x'}]",2023-06-17,2023-06-18T01:36:17Z,PT8M22S,502.0,PT8M22S,502.0,,0,,0,w89rwelk,False,pr184lqn,,9qj7z0oq,5q8e86rq,,,,
120,pzgjovz2,https://www.speedrun.com/sm64/run/pzgjovz2,o1y9wo6q,,xk9gg6d0,[{'uri': 'http://www.nicovideo.jp/watch/sm17496972'}],,verified,,,"[{'rel': 'guest', 'name': '[jp]わらびん (Warabin)', 'uri': 'https://www.speedrun.com/api/v1/guests/%5Bjp%5D%E3%82%8F%E3%82%89%E3%81%B3%E3%82%93+%28Warabin%29'}]",2012-02-13,,PT8M23S,503.0,PT8M23S,503.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
121,9meng9m7,https://www.speedrun.com/sm64/run/9meng9m7,o1y9wo6q,,xk9gg6d0,"[{'uri': 'http://www.nicovideo.jp/watch/sm16048604'}, {'uri': 'https://www.youtube.com/watch?v=U4LObkSRnAg'}]",http://www.nicovideo.jp/watch/sm16048604,verified,,,"[{'rel': 'guest', 'name': '[jp]ryou', 'uri': 'https://www.speedrun.com/api/v1/guests/%5Bjp%5Dryou'}]",2011-11-01,2023-10-04T18:54:05Z,PT8M24S,504.0,PT8M24S,504.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
122,zxj501ey,https://www.speedrun.com/sm64/run/zxj501ey,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/PJMXLnUeLHQ'}],DDDeez nuts,verified,j2w1w5lj,2025-03-30T03:29:44Z,"[{'rel': 'user', 'id': '8r1gmg6j', 'uri': 'https://www.speedrun.com/api/v1/users/8r1gmg6j'}]",2025-03-24,2025-03-24T18:35:18Z,PT8M25S,505.0,PT8M25S,505.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
123,z05k0jom,https://www.speedrun.com/sm64/run/z05k0jom,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/ocRHBoFx5GM'}],,verified,zxzlqn8q,2020-08-14T16:02:31Z,"[{'rel': 'user', 'id': 'o86q79qx', 'uri': 'https://www.speedrun.com/api/v1/users/o86q79qx'}]",2020-08-09,2020-08-09T05:03:05Z,PT8M27S,507.0,PT8M27S,507.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
124,ydl700vz,https://www.speedrun.com/sm64/run/ydl700vz,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/WidF9MBNtwc'}],,verified,j4232gmx,2024-11-15T19:40:30Z,"[{'rel': 'user', 'id': 'xyrwkqwj', 'uri': 'https://www.speedrun.com/api/v1/users/xyrwkqwj'}]",2024-11-15,2024-11-15T02:44:55Z,PT8M28S,508.0,PT8M28S,508.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
125,melelq2z,https://www.speedrun.com/sm64/run/melelq2z,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=ZULtqU6zMUc'}],,verified,qxkm6mj0,2023-07-08T14:51:40Z,"[{'rel': 'user', 'id': '8gee0n2j', 'uri': 'https://www.speedrun.com/api/v1/users/8gee0n2j'}]",2023-07-07,2023-07-08T02:02:07Z,PT8M29S,509.0,PT8M29S,509.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
126,yvq5p7xm,https://www.speedrun.com/sm64/run/yvq5p7xm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=NzglecSpJX8'}],,verified,qxkm6mj0,2022-03-07T21:32:21Z,"[{'rel': 'user', 'id': '18vdp928', 'uri': 'https://www.speedrun.com/api/v1/users/18vdp928'}]",2022-03-07,2022-03-07T21:17:19Z,PT8M32S,512.0,PT8M32S,512.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
127,zqv68e9m,https://www.speedrun.com/sm64/run/zqv68e9m,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/t2iqr-DvBBo'}],,verified,qxkm6mj0,2021-07-31T19:08:16Z,"[{'rel': 'user', 'id': '7j43q6w8', 'uri': 'https://www.speedrun.com/api/v1/users/7j43q6w8'}]",2021-07-31,2021-07-31T18:22:24Z,PT8M35S,515.0,PT8M35S,515.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
128,mr0v797m,https://www.speedrun.com/sm64/run/mr0v797m,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/0uh48d4UVZg'}],mod note: retimed to 8:36(.516),verified,8e6k1loj,2025-02-28T10:15:14Z,"[{'rel': 'user', 'id': '8lrm6r78', 'uri': 'https://www.speedrun.com/api/v1/users/8lrm6r78'}]",2025-02-27,2025-02-27T14:58:29Z,PT8M36S,516.0,PT8M36S,516.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
129,z52eo05z,https://www.speedrun.com/sm64/run/z52eo05z,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/TFkxHrwQhFs'}],CHOKE,verified,48gye018,2022-06-07T03:08:01Z,"[{'rel': 'user', 'id': '8qz5qoq8', 'uri': 'https://www.speedrun.com/api/v1/users/8qz5qoq8'}]",2022-06-06,2022-06-07T02:13:44Z,PT8M37S,517.0,PT8M37S,517.0,,0,,0,w89rwelk,False,pr184lqn,,9qj7z0oq,5q8e86rq,,,,
130,nz1lov9m,https://www.speedrun.com/sm64/run/nz1lov9m,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/kobrahjer/v/30222718'}],,verified,48grkp1x,2016-06-07T09:37:48Z,"[{'rel': 'user', 'id': '18vkpkyj', 'uri': 'https://www.speedrun.com/api/v1/users/18vkpkyj'}]",2015-12-16,2016-06-07T09:37:48Z,PT8M38S,518.0,PT8M38S,518.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
131,yj96k47z,https://www.speedrun.com/sm64/run/yj96k47z,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/xy0tae2QVyI'}],,verified,8lpgwllj,2024-08-02T23:05:03Z,"[{'rel': 'user', 'id': '8e6qyddj', 'uri': 'https://www.speedrun.com/api/v1/users/8e6qyddj'}]",2024-07-31,2024-07-31T22:40:56Z,PT8M39S,519.0,PT8M39S,519.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
132,z1lw4g9m,https://www.speedrun.com/sm64/run/z1lw4g9m,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=qsIYv4BfIuY'}],"finally got the sub 9

absurdly bad ddd skip, missed fs throw and last bits throw",verified,qxkm6mj0,2023-09-05T13:58:14Z,"[{'rel': 'user', 'id': '8r3064w8', 'uri': 'https://www.speedrun.com/api/v1/users/8r3064w8'}]",2023-09-04,2023-09-04T19:01:26Z,PT8M40S,520.0,PT8M40S,520.0,,0,,0,w89rwelk,False,pr184lqn,,9qj7z0oq,5q8e86rq,,splits.io,https://splits.io/api/v3/runs/b6e0,
133,zx3l97ez,https://www.speedrun.com/sm64/run/zx3l97ez,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=uz0X1EFfq_c'}],"saddest pb ever

mod note: retimed to 8:41",verified,qxkm6mj0,2023-06-19T23:20:06Z,"[{'rel': 'user', 'id': '863k2ww8', 'uri': 'https://www.speedrun.com/api/v1/users/863k2ww8'}]",2023-06-19,2023-06-19T17:33:29Z,PT8M41S,521.0,PT8M41S,521.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
134,dy4wv2qm,https://www.speedrun.com/sm64/run/dy4wv2qm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=csG8NnstenQ'}],,verified,qxkm6mj0,2015-06-17T07:22:33Z,"[{'rel': 'user', 'id': '68wwn48g', 'uri': 'https://www.speedrun.com/api/v1/users/68wwn48g'}]",2015-05-08,2015-06-17T07:18:19Z,PT8M43S,523.0,PT8M43S,523.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
135,zgo44jdm,https://www.speedrun.com/sm64/run/zgo44jdm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/kzAHliCFPNQ?si=ptw5NeUqN0HMKbr9'}],go broncos,verified,zx7gkrx7,2024-11-28T03:12:38Z,"[{'rel': 'user', 'id': '8l46gmvj', 'uri': 'https://www.speedrun.com/api/v1/users/8l46gmvj'}]",2024-11-26,2024-11-26T08:31:04Z,PT8M45S,525.0,PT8M45S,525.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
136,y8pr3v5z,https://www.speedrun.com/sm64/run/y8pr3v5z,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/JrVGB8poJiU'}],Shoutout Cosmalano,verified,zx7gkrx7,2024-08-02T00:50:14Z,"[{'rel': 'user', 'id': 'x76047vj', 'uri': 'https://www.speedrun.com/api/v1/users/x76047vj'}]",2024-07-31,2024-07-31T18:44:59Z,PT8M55S,535.0,PT8M55S,535.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
137,9yoqx7zx,https://www.speedrun.com/sm64/run/9yoqx7zx,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/exe_de/v/46967261'}],,verified,,,"[{'rel': 'user', 'id': 'dx35r2jl', 'uri': 'https://www.speedrun.com/api/v1/users/dx35r2jl'}]",2014-03-10,,PT8M56S,536.0,PT8M56S,536.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
138,y9lk11ey,https://www.speedrun.com/sm64/run/y9lk11ey,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=muHF8rCZDkI'}],hi,verified,zx7gkrx7,2022-02-07T05:10:28Z,"[{'rel': 'user', 'id': '8qzwgr78', 'uri': 'https://www.speedrun.com/api/v1/users/8qzwgr78'}]",2022-02-06,2022-02-07T04:03:26Z,PT8M57S,537.0,PT8M57S,537.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
139,z1ndewwy,https://www.speedrun.com/sm64/run/z1ndewwy,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=aTjjJOmw8as'}],,verified,8lpgwllj,2024-07-11T19:27:55Z,"[{'rel': 'user', 'id': 'j2w1w5lj', 'uri': 'https://www.speedrun.com/api/v1/users/j2w1w5lj'}]",2024-07-10,2024-07-11T02:04:53Z,PT8M58S,538.0,PT8M58S,538.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
140,y4e3v6km,https://www.speedrun.com/sm64/run/y4e3v6km,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/PxGYLyq3Qes'}],sub 9min yay,verified,qxk4wo6j,2020-09-25T20:12:58Z,"[{'rel': 'user', 'id': 'qjn6qqqx', 'uri': 'https://www.speedrun.com/api/v1/users/qjn6qqqx'}]",2020-08-06,2020-09-25T07:00:23Z,PT8M59S,539.0,PT8M59S,539.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
141,yo34jl0y,https://www.speedrun.com/sm64/run/yo34jl0y,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/739212361'}],lol,verified,e8e9ze2j,2020-09-14T07:47:54Z,"[{'rel': 'user', 'id': 'dx394zkx', 'uri': 'https://www.speedrun.com/api/v1/users/dx394zkx'}]",2020-09-12,2020-09-12T19:50:45Z,PT9M2S,542.0,PT9M2S,542.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
142,8y8vg1wz,https://www.speedrun.com/sm64/run/8y8vg1wz,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=WTzxhogGERk'}],,verified,18vo42xl,2015-09-11T04:39:20Z,"[{'rel': 'user', 'id': 'zx7q2pv8', 'uri': 'https://www.speedrun.com/api/v1/users/zx7q2pv8'}]",2015-09-08,2015-09-09T12:14:31Z,PT9M3S,543.0,PT9M3S,543.0,,0,,0,w89rwelk,False,pr184lqn,,9qj7z0oq,5q8e86rq,,,,
143,men1gd9m,https://www.speedrun.com/sm64/run/men1gd9m,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/l4cjic-b--Q'}],,verified,8q316z7j,2025-02-07T21:52:53Z,"[{'rel': 'user', 'id': '8q5m1vw8', 'uri': 'https://www.speedrun.com/api/v1/users/8q5m1vw8'}]",2025-02-06,2025-02-06T15:37:45Z,PT9M6S,546.0,PT9M6S,546.0,,0,,0,w89rwelk,False,pr184lqn,,9qj7z0oq,5q8e86rq,,,,
144,yj1x767y,https://www.speedrun.com/sm64/run/yj1x767y,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=4GA9Ar64MN0'}],meme,verified,1xyky4n8,2021-02-15T18:13:03Z,"[{'rel': 'user', 'id': '98rrd381', 'uri': 'https://www.speedrun.com/api/v1/users/98rrd381'}]",2021-02-14,2021-02-15T15:18:40Z,PT9M9S,549.0,PT9M9S,549.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
144,yw3p38nm,https://www.speedrun.com/sm64/run/yw3p38nm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=yKnLiAt8voI'}],,verified,zx7gkrx7,2022-04-17T03:37:30Z,"[{'rel': 'user', 'id': 'kj90merj', 'uri': 'https://www.speedrun.com/api/v1/users/kj90merj'}]",2022-04-16,2022-04-16T21:44:31Z,PT9M9S,549.0,PT9M9S,549.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
144,z52g2x5z,https://www.speedrun.com/sm64/run/z52g2x5z,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/a_NQAos0yjc'}],,verified,98rv2rdj,2022-06-27T22:37:14Z,"[{'rel': 'user', 'id': '18qk2m78', 'uri': 'https://www.speedrun.com/api/v1/users/18qk2m78'}]",2022-06-27,2022-06-27T22:19:31Z,PT9M9S,549.0,PT9M9S,549.0,,0,,0,w89rwelk,False,pr184lqn,,9qj7z0oq,5q8e86rq,,,,
147,wzpkx8yq,https://www.speedrun.com/sm64/run/wzpkx8yq,o1y9wo6q,,xk9gg6d0,[{'uri': 'http://www.nicovideo.jp/watch/sm12887548'}],,verified,,,"[{'rel': 'guest', 'name': '[jp]taka12352', 'uri': 'https://www.speedrun.com/api/v1/guests/%5Bjp%5Dtaka12352'}]",2010-11-28,,PT9M11S,551.0,PT9M11S,551.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
148,pydvlwyn,https://www.speedrun.com/sm64/run/pydvlwyn,o1y9wo6q,,xk9gg6d0,,,verified,,,"[{'rel': 'guest', 'name': '[jp]ろりのすけ (Rorinosuke)', 'uri': 'https://www.speedrun.com/api/v1/guests/%5Bjp%5D%E3%82%8D%E3%82%8A%E3%81%AE%E3%81%99%E3%81%91+%28Rorinosuke%29'}]",,,PT9M13S,553.0,PT9M13S,553.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,4qyxop3l,,,,
149,yvgnkroy,https://www.speedrun.com/sm64/run/yvgnkroy,o1y9wo6q,,xk9gg6d0,,,verified,e8e6edj0,2018-02-17T11:33:42Z,"[{'rel': 'guest', 'name': '[jp]Nitanita', 'uri': 'https://www.speedrun.com/api/v1/guests/%5Bjp%5DNitanita'}]",2011-12-27,2018-02-17T11:33:42Z,PT9M18S,558.0,PT9M18S,558.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,4qyxop3l,,,,
