id,started,ended,realTime,Bomb Clip (1),Womps (6),CCM (8),DW (Bowser),SSL (11),LLL (12),HMC (15),MIPS,DDD (16),FS (Bowser),BLJS,BITS (Bowser)
645,2025-05-19 02:11:16,2025-05-19 02:17:15,,00:01:35.7303439,00:03:31.3035172,,,,,,,,,,
646,2025-05-19 02:17:15,2025-05-19 02:18:47,,,,,,,,,,,,,
647,2025-05-19 02:18:47,2025-05-19 02:20:25,,,,,,,,,,,,,
648,2025-05-19 02:20:25,2025-05-19 02:21:59,,,,,,,,,,,,,
649,2025-05-19 02:21:59,2025-05-19 02:28:15,,00:01:37.5443246,00:03:15.6535407,,,,,,,,,,
650,2025-05-19 02:28:15,2025-05-19 02:36:01,,00:01:37.3248950,00:03:19.3013880,00:01:38.3757720,,,,,,,,,
651,2025-05-19 02:36:01,2025-05-19 02:37:35,,,,,,,,,,,,,
652,2025-05-19 02:37:35,2025-05-19 02:40:03,,00:01:37.2979078,,,,,,,,,,,
653,2025-05-19 02:40:03,2025-05-19 02:43:39,,00:01:39.2739638,,,,,,,,,,,
654,2025-05-19 02:43:39,2025-05-19 02:50:54,,00:01:37.1797672,00:03:19.5343235,00:01:29.3003740,,,,,,,,,
655,2025-05-19 02:50:54,2025-05-19 02:51:56,,,,,,,,,,,,,
656,2025-05-19 02:51:56,2025-05-19 03:07:01,,00:01:37.7440733,00:03:25.3773106,00:01:29.2154943,00:02:20.8902147,00:01:35.0122212,00:00:38.7803616,00:01:20.0397282,00:00:56.1844187,00:00:43.6658967,,,
657,2025-05-19 03:07:01,2025-05-19 03:08:02,,,,,,,,,,,,,
658,2025-05-19 03:08:02,2025-05-19 03:10:29,,00:01:37.2065415,,,,,,,,,,,
659,2025-05-19 03:10:29,2025-05-19 03:12:01,,,,,,,,,,,,,
660,2025-05-19 03:12:01,2025-05-19 03:14:30,,00:01:37.4027248,,,,,,,,,,,
661,2025-05-19 03:14:30,2025-05-19 03:15:32,,,,,,,,,,,,,
662,2025-05-19 03:15:32,2025-05-19 03:23:40,,00:01:36.7306334,00:03:17.6551180,00:01:25.0461449,,,,,,,,,
663,2025-05-19 03:23:40,2025-05-19 03:27:14,,00:01:37.7928849,,,,,,,,,,,
664,2025-05-19 03:27:14,2025-05-19 03:28:48,,,,,,,,,,,,,
665,2025-05-19 03:28:48,2025-05-19 03:32:15,,00:01:36.0778396,,,,,,,,,,,
666,2025-05-19 03:32:15,2025-05-19 03:33:17,,,,,,,,,,,,,
667,2025-05-19 03:33:17,2025-05-19 03:46:10,,00:01:36.5774074,00:03:15.1216908,00:01:24.2185513,00:02:07.2810145,00:01:47.9867768,00:00:33.7536020,00:01:34.0205083,,,,,
668,2025-05-19 03:46:10,2025-05-19 03:47:11,,,,,,,,,,,,,
669,2025-05-19 03:47:11,2025-05-19 03:48:47,,,,,,,,,,,,,
670,2025-05-19 03:48:47,2025-05-19 03:51:14,,00:01:38.0457686,,,,,,,,,,,
671,2025-05-19 03:51:14,2025-05-19 03:53:42,,00:01:39.0355837,,,,,,,,,,,
672,2025-05-19 03:53:42,2025-05-19 03:56:06,,00:01:37.3582826,,,,,,,,,,,
673,2025-05-19 03:56:06,2025-05-19 03:57:16,,,,,,,,,,,,,
674,2025-05-19 03:57:16,2025-05-19 04:00:16,,00:01:37.9331574,,,,,,,,,,,
675,2025-05-19 04:00:16,2025-05-19 04:01:24,,,,,,,,,,,,,
676,2025-05-19 04:01:24,2025-05-19 04:02:27,,,,,,,,,,,,,
677,2025-05-19 04:02:27,2025-05-19 04:03:29,,,,,,,,,,,,,
678,2025-05-19 04:03:29,2025-05-19 04:04:32,,,,,,,,,,,,,
679,2025-05-19 04:04:32,2025-05-19 04:06:58,,00:01:37.1072618,,,,,,,,,,,
680,2025-05-19 04:06:58,2025-05-19 04:15:32,,00:01:38.0574721,00:03:21.5638676,00:01:24.1383053,,,,,,,,,
0,,,,00:01:38,00:03:41,00:01:37,00:02:28,00:01:30,00:00:36,00:01:27,00:00:56,00:00:47,00:01:39,00:01:11,00:02:04
