id,started,ended,realTime,bob,wf,ccm,dw,ssl,lll,hmc,ddd,fs,bljs,bits
851,2019-07-18 23:24:59,2019-07-18 23:44:19,00:19:22.9850000,00:01:41.6470000,00:03:30.1420000,00:01:22.7070000,00:03:00,00:01:27.8480000,00:01:10,00:01:57.9780000,00:01:52.9640000,00:01:42.6020000,00:01:11.6160000,00:02:12.8820000
852,2019-07-18 23:45:09,2019-07-18 23:46:48,,,,,,,,,,,,
853,2019-07-18 23:46:51,2019-07-18 23:48:37,,,,,,,,,,,,
854,2019-07-18 23:48:40,2019-07-18 23:49:44,,,,,,,,,,,,
855,2019-07-18 23:49:46,2019-07-19 00:09:05,,00:01:42.9370000,00:03:09.8870000,00:01:24.8730000,00:03:00,00:01:27.8450000,00:01:10,00:02:28.2200000,00:01:45.0690000,00:02:18.7410000,00:01:07.1550000,
856,2019-07-20 01:49:05,2019-07-20 01:49:51,,,,,,,,,,,,
857,2019-07-20 02:12:36,2019-07-20 02:13:41,,,,,,,,,,,,
858,2019-07-20 02:13:43,2019-07-20 02:17:32,,,,,,,,,,,,
859,2019-07-24 23:58:19,2019-07-24 23:58:47,,,,,,,,,,,,
860,2019-07-24 23:58:50,2019-07-25 00:02:23,,00:01:39.9570000,,,,,,,,,,
861,2019-07-25 00:02:26,2019-07-25 00:03:30,,,,,,,,,,,,
862,2019-07-25 00:03:32,2019-07-25 00:16:17,,00:01:40.2790000,00:03:13.6020000,00:01:26.6010000,00:03:00,00:01:26.9320000,00:01:10,00:01:59.3320000,,,,
863,2019-07-25 00:16:23,2019-07-25 00:17:58,,,,,,,,,,,,
864,2019-07-25 00:18:01,2019-07-25 00:25:56,,00:01:57.2410000,,,,,,,,,,
865,2019-07-25 01:14:29,2019-07-25 01:16:14,,,,,,,,,,,,
866,2019-07-25 01:16:17,2019-07-25 01:19:38,,,,,,,,,,,,
867,2019-07-25 01:19:41,2019-07-25 01:21:17,,,,,,,,,,,,
868,2019-07-25 01:21:19,2019-07-25 01:39:54,,00:01:41.6700000,00:03:28.1520000,00:01:23.0470000,00:03:00,00:01:26.1430000,00:01:10,00:01:59.6290000,00:01:37.9620000,00:02:08.1960000,00:01:11.1080000,
869,2019-07-25 01:39:57,2019-07-25 01:45:15,,00:01:40.3300000,,,,,,,,,,
870,2019-07-26 00:04:05,2019-07-26 00:05:42,,,,,,,,,,,,
871,2019-07-26 00:05:44,2019-07-26 00:10:56,,00:01:41.0320000,,,,,,,,,,
872,2019-07-26 00:10:58,2019-07-26 00:30:06,,00:01:41.6320000,00:03:30.1700000,00:01:23.4620000,00:03:00,00:01:26.8240000,00:01:10,00:01:57.9580000,00:01:56.6170000,00:01:38.7350000,00:01:06.1480000,
873,2019-07-26 00:34:19,2019-07-26 00:35:55,,,,,,,,,,,,
874,2019-07-26 00:35:58,2019-07-26 00:37:02,,,,,,,,,,,,
875,2019-07-26 00:37:04,2019-07-26 00:38:08,,,,,,,,,,,,
876,2019-07-26 00:38:10,2019-07-26 00:39:47,,,,,,,,,,,,
877,2019-07-26 00:39:49,2019-07-26 00:39:59,,,,,,,,,,,,
878,2019-07-26 00:40:01,2019-07-26 00:42:15,,,,,,,,,,,,
879,2019-07-26 00:42:18,2019-07-26 00:43:54,,,,,,,,,,,,
880,2019-07-26 00:43:57,2019-07-26 00:47:46,,00:01:43.6380000,,,,,,,,,,
881,2019-07-26 00:47:48,2019-07-26 00:51:23,,00:01:42.1170000,,,,,,,,,,
882,2019-07-26 00:51:25,2019-07-26 00:55:36,,00:01:41.6760000,,,,,,,,,,
883,2019-07-26 00:55:39,2019-07-26 00:56:42,,,,,,,,,,,,
884,2019-07-26 00:56:45,2019-07-26 00:58:19,,,,,,,,,,,,
885,2019-07-26 00:58:22,2019-07-26 01:17:30,00:19:10.4360000,00:01:40.7350000,00:03:19.9280000,00:01:24.1340000,00:03:00,00:01:27.5790000,00:01:10,00:01:57.9080000,00:01:41.5570000,00:01:40.1990000,00:01:34.2750000,00:02:02.3530000
886,2019-07-26 01:18:13,2019-07-26 01:18:19,,,,,,,,,,,,
887,2019-07-26 01:19:49,2019-07-26 01:21:25,,,,,,,,,,,,
888,2019-07-26 01:21:28,2019-07-26 01:23:10,,,,,,,,,,,,
889,2019-07-26 01:23:11,2019-07-26 01:30:23,,00:01:40.5100000,00:03:13.4090000,00:01:26.9550000,,,,,,,,
890,2019-07-26 01:30:26,2019-07-26 01:36:01,,00:01:41.9620000,00:03:22.1630000,,,,,,,,,
891,2019-07-26 01:36:04,2019-07-26 01:37:40,,,,,,,,,,,,
892,2019-07-26 01:37:43,2019-07-26 01:40:25,,00:01:41.3800000,,,,,,,,,,
893,2019-07-26 01:40:27,2019-07-26 01:44:02,,00:01:40.6950000,,,,,,,,,,
894,2019-07-26 01:44:05,2019-07-26 01:48:33,,00:01:40.9670000,,,,,,,,,,
895,2019-07-26 01:48:38,2019-07-26 01:49:41,,,,,,,,,,,,
896,2019-07-26 01:49:44,2019-07-26 01:50:46,,,,,,,,,,,,
897,2019-07-26 01:50:49,2019-07-26 02:08:15,,00:01:40.8030000,00:03:09.2920000,00:01:22.8190000,00:03:00,00:01:29.3880000,00:01:10,00:02:01.4120000,00:02:13.2980000,00:01:38.7520000,00:01:27.2490000,
898,2019-07-28 21:09:59,2019-07-28 21:11:02,,,,,,,,,,,,
899,2019-07-28 21:11:05,2019-07-28 21:12:41,,,,,,,,,,,,
900,2019-07-28 21:12:44,2019-07-28 21:13:47,,,,,,,,,,,,
901,2019-07-28 21:13:50,2019-07-28 21:14:53,,,,,,,,,,,,
902,2019-07-28 21:14:56,2019-07-28 21:16:31,,,,,,,,,,,,
903,2019-07-28 21:16:34,2019-07-28 21:21:30,,00:01:41.8310000,,,,,,,,,,
904,2019-07-28 21:21:33,2019-07-28 21:23:08,,,,,,,,,,,,
905,2019-07-28 21:23:10,2019-07-28 21:24:57,,,,,,,,,,,,
906,2019-07-28 21:25:00,2019-07-28 21:31:01,,00:01:44.5950000,00:03:33.6310000,,,,,,,,,
907,2019-07-28 21:31:04,2019-07-28 21:34:13,,00:01:40.7160000,,,,,,,,,,
908,2019-07-28 21:34:16,2019-07-28 21:35:19,,,,,,,,,,,,
909,2019-07-28 21:35:22,2019-07-28 21:43:14,,00:01:41.3930000,00:03:13.0230000,00:01:27.1440000,,,,,,,,
910,2019-07-28 21:43:17,2019-07-28 21:58:45,,00:01:40.2920000,00:03:13.5780000,00:01:29.5480000,00:03:00,00:01:27.5270000,00:01:10,00:01:58.9930000,00:01:55.1170000,,,
911,2019-07-28 21:58:48,2019-07-28 21:59:51,,,,,,,,,,,,
912,2019-07-28 21:59:54,2019-07-28 22:00:57,,,,,,,,,,,,
913,2019-07-28 22:01:00,2019-07-28 22:16:36,,00:01:41.3960000,00:03:23.2980000,00:01:26.2910000,00:03:00,00:01:25.3310000,00:01:10,00:01:58.3010000,00:02:06.2630000,,,
914,2019-07-28 22:16:39,2019-07-28 22:16:43,,,,,,,,,,,,
915,2019-07-28 22:16:46,2019-07-28 22:17:49,,,,,,,,,,,,
916,2019-07-28 22:17:51,2019-07-28 22:19:29,,,,,,,,,,,,
917,2019-07-28 22:19:31,2019-07-28 22:21:03,,,,,,,,,,,,
918,2019-07-28 22:21:06,2019-07-28 22:24:38,,00:01:41.8730000,,,,,,,,,,
919,2019-07-28 22:24:41,2019-07-28 22:27:46,,00:01:40.8910000,,,,,,,,,,
920,2019-07-28 22:27:48,2019-07-28 22:35:00,,00:01:42.6950000,00:03:14.5420000,00:01:28.6800000,,,,,,,,
921,2019-07-28 22:35:03,2019-07-28 22:38:00,,00:01:41.3090000,,,,,,,,,,
922,2019-07-28 22:38:03,2019-07-28 22:39:40,,,,,,,,,,,,
923,2019-07-28 22:39:42,2019-07-28 22:42:19,,00:01:41.3900000,,,,,,,,,,
924,2019-07-28 22:42:22,2019-07-28 22:43:27,,,,,,,,,,,,
925,2019-07-28 22:43:29,2019-07-28 22:44:31,,,,,,,,,,,,
926,2019-07-28 22:44:34,2019-07-28 22:47:04,,00:01:40.5700000,,,,,,,,,,
927,2019-07-28 22:47:07,2019-07-28 22:48:10,,,,,,,,,,,,
928,2019-07-28 22:48:13,2019-07-28 22:52:14,,00:01:40.9710000,,,,,,,,,,
929,2019-07-28 22:52:17,2019-07-28 22:54:20,,,,,,,,,,,,
930,2019-07-28 22:54:23,2019-07-28 22:55:27,,,,,,,,,,,,
931,2019-07-28 22:55:29,2019-07-28 22:58:33,,00:01:39.9790000,,,,,,,,,,
932,2019-07-28 22:58:36,2019-07-28 22:59:39,,,,,,,,,,,,
933,2019-07-28 22:59:42,2019-07-28 23:01:18,,,,,,,,,,,,
934,2019-07-28 23:01:20,2019-07-28 23:07:45,,00:01:40.8620000,,,,,,,,,,
935,2019-07-28 23:07:48,2019-07-28 23:08:50,,,,,,,,,,,,
936,2019-07-28 23:08:53,2019-07-28 23:09:56,,,,,,,,,,,,
937,2019-07-28 23:09:59,2019-07-28 23:11:37,,,,,,,,,,,,
938,2019-07-28 23:11:39,2019-07-28 23:13:15,,,,,,,,,,,,
939,2019-07-28 23:13:17,2019-07-28 23:20:45,,00:01:40.4960000,00:03:17.3700000,00:01:31.5060000,,,,,,,,
940,2019-07-29 20:06:50,2019-07-29 20:07:53,,,,,,,,,,,,
941,2019-07-29 20:07:56,2019-07-29 20:15:18,,00:01:41.0760000,00:03:14.0640000,00:01:24.0210000,,,,,,,,
942,2019-07-29 20:15:23,2019-07-29 20:17:06,,,,,,,,,,,,
943,2019-07-29 20:17:09,2019-07-29 20:19:45,,00:01:41.2880000,,,,,,,,,,
944,2019-07-29 20:19:48,2019-07-29 20:21:25,,,,,,,,,,,,
945,2019-07-29 20:21:28,2019-07-29 20:28:22,,00:01:40.2170000,00:03:11.4130000,00:01:22.8800000,,,,,,,,
946,2019-07-29 20:28:27,2019-07-29 20:47:24,,00:01:40.6270000,00:03:11.0070000,00:01:27.7520000,00:03:00,00:01:27.6590000,00:01:10,00:02:04.1040000,00:01:52.7240000,00:01:38.0320000,00:00:57.7230000,
947,2019-07-29 20:47:27,2019-07-29 21:05:06,,00:01:40.4680000,00:03:16.3290000,00:01:24.7790000,00:03:00,00:01:25.0330000,00:01:10,00:01:58.2470000,00:01:37.7640000,00:02:26.5460000,00:01:24.8500000,
948,2019-07-29 21:05:08,2019-07-29 21:08:11,,00:01:40.8560000,,,,,,,,,,
949,2019-07-29 21:08:14,2019-07-29 21:10:46,,00:01:42.9040000,,,,,,,,,,
950,2019-07-29 21:10:49,2019-07-29 21:12:54,,00:01:49.6270000,,,,,,,,,,
951,2019-07-29 21:12:57,2019-07-29 21:17:27,,,,,,,,,,,,
952,2019-07-29 21:17:29,2019-07-29 21:19:05,,,,,,,,,,,,
953,2019-07-29 21:19:08,2019-07-29 21:20:34,,,,,,,,,,,,
954,2019-07-29 21:20:37,2019-07-29 21:23:17,,00:01:40.8340000,,,,,,,,,,
955,2019-07-29 21:23:19,2019-07-29 21:24:12,,,,,,,,,,,,
956,2019-07-29 21:46:18,2019-07-29 21:48:53,,00:01:41.7740000,,,,,,,,,,
957,2019-07-29 21:48:55,2019-07-29 21:53:53,,00:01:40.8820000,,,,,,,,,,
958,2019-07-29 21:53:58,2019-07-29 21:58:00,,00:01:40.2360000,,,,,,,,,,
959,2019-07-29 21:58:03,2019-07-29 22:02:00,,00:01:40.1430000,,,,,,,,,,
960,2019-07-29 22:02:03,2019-07-29 22:08:19,,,00:05:07.0300000,,,,,,,,,
961,2019-07-29 22:08:21,2019-07-29 22:09:54,,,,,,,,,,,,
962,2019-07-29 22:09:57,2019-07-29 22:14:43,,00:01:40.1460000,,,,,,,,,,
963,2019-07-29 22:14:46,2019-07-29 22:14:48,,,,,,,,,,,,
964,2019-07-29 22:14:53,2019-07-29 22:17:58,,00:01:40.3390000,,,,,,,,,,
965,2019-07-29 22:18:01,2019-07-29 22:20:14,,,,,,,,,,,,
966,2019-07-29 22:20:15,2019-07-29 22:20:19,,,,,,,,,,,,
967,2019-07-29 22:20:21,2019-07-29 22:21:50,,,,,,,,,,,,
968,2019-07-29 22:21:53,2019-07-29 22:40:39,00:18:49.0650000,00:01:39.9610000,00:03:12.1150000,00:01:23.0660000,00:03:00,00:01:28.7290000,00:01:10,00:01:57.4380000,00:01:35.6650000,00:01:39.2210000,00:01:28.5730000,00:02:15.4410000
969,2019-07-30 21:55:37,2019-07-30 21:57:15,,,,,,,,,,,,
970,2019-07-30 21:57:16,2019-07-30 21:59:44,,00:01:42.1730000,,,,,,,,,,
971,2019-07-30 21:59:47,2019-07-30 22:00:51,,,,,,,,,,,,
972,2019-07-30 22:00:54,2019-07-30 22:02:28,,,,,,,,,,,,
973,2019-07-30 22:02:31,2019-07-30 22:04:07,,,,,,,,,,,,
974,2019-07-30 22:04:09,2019-07-30 22:06:05,,00:01:42.1320000,,,,,,,,,,
975,2019-07-30 22:06:08,2019-07-30 22:07:11,,,,,,,,,,,,
976,2019-07-30 22:07:14,2019-07-30 22:13:31,,00:01:41.3150000,00:03:24.6410000,,,,,,,,,
977,2019-07-30 22:13:34,2019-07-30 22:16:04,,00:01:40.0830000,,,,,,,,,,
978,2019-07-30 22:16:07,2019-07-30 22:17:20,,,,,,,,,,,,
979,2019-07-30 22:17:22,2019-07-30 22:17:29,,,,,,,,,,,,
980,2019-07-30 22:17:35,2019-07-30 22:18:38,,,,,,,,,,,,
981,2019-07-30 22:18:40,2019-07-30 22:20:16,,,,,,,,,,,,
982,2019-07-30 22:20:18,2019-08-01 00:21:39,,00:01:40.0810000,00:03:11.3230000,,,,,,,,,
983,2019-08-01 00:21:56,2019-08-01 00:27:31,,00:01:40.3100000,00:03:15.3120000,,,,,,,,,
984,2019-08-01 00:27:33,2019-08-01 00:30:02,,00:01:42.4050000,,,,,,,,,,
985,2019-08-01 00:30:05,2019-08-01 00:33:17,,00:01:40.3580000,,,,,,,,,,
986,2019-08-01 00:33:20,2019-08-01 00:35:53,,00:01:41.0290000,,,,,,,,,,
987,2019-08-01 00:35:56,2019-08-01 00:38:55,,00:01:40.9470000,,,,,,,,,,
988,2019-08-01 00:38:58,2019-08-01 00:38:59,,,,,,,,,,,,
989,2019-08-01 00:39:05,2019-08-01 00:40:08,,,,,,,,,,,,
990,2019-08-01 00:40:10,2019-08-01 00:41:48,,,,,,,,,,,,
991,2019-08-01 00:41:51,2019-08-01 00:45:52,,00:01:40.0350000,,,,,,,,,,
992,2019-08-01 00:45:55,2019-08-01 00:47:32,,,,,,,,,,,,
993,2019-08-01 00:47:35,2019-08-01 00:49:10,,,,,,,,,,,,
994,2019-08-01 00:49:13,2019-08-01 00:57:33,,00:01:48.6200000,00:03:09.9960000,00:01:26.3470000,00:03:00,,,,,,,
995,2019-08-01 03:03:45,2019-08-01 03:07:45,,00:02:45.7340000,,,,,,,,,,
996,2019-08-01 03:07:50,2019-08-01 03:10:25,,00:02:17.6550000,,,,,,,,,,
997,2019-08-01 03:10:28,2019-08-01 03:11:31,,,,,,,,,,,,
998,2019-08-01 03:11:34,2019-08-01 03:24:01,,00:01:41.0160000,00:03:17.0050000,00:01:24.4650000,00:03:00,00:01:30.5470000,00:01:10,00:02:01.1670000,,,,
999,2019-08-01 03:24:04,2019-08-01 03:25:39,,,,,,,,,,,,
1000,2019-08-01 03:25:42,2019-08-01 03:26:46,,,,,,,,,,,,
1001,2019-08-01 03:26:48,2019-08-01 03:28:24,,,,,,,,,,,,
1002,2019-08-01 03:28:27,2019-08-01 03:30:02,,,,,,,,,,,,
1003,2019-08-01 03:30:04,2019-08-01 03:37:08,,00:01:40.2640000,00:03:20.4530000,00:01:23.8800000,,,,,,,,
1004,2019-08-01 03:37:11,2019-08-01 03:38:49,,,,,,,,,,,,
1005,2019-08-01 03:38:51,2019-08-01 03:39:55,,,,,,,,,,,,
1006,2019-08-01 03:39:58,2019-08-01 03:41:33,,,,,,,,,,,,
1007,2019-08-01 03:41:36,2019-08-01 03:42:39,,,,,,,,,,,,
1008,2019-08-01 03:42:41,2019-08-01 03:44:16,,,,,,,,,,,,
1009,2019-08-01 03:44:18,2019-08-01 03:45:22,,,,,,,,,,,,
1010,2019-08-01 03:45:24,2019-08-01 05:38:33,,00:01:40.9970000,00:03:07.9990000,00:01:25.3550000,00:03:00,00:01:25.7810000,00:01:10,00:02:02.6670000,00:01:45.0780000,,,
1011,2019-08-02 00:07:40,2019-08-02 00:10:08,,,,,,,,,,,,
1012,2019-08-02 00:10:10,2019-08-02 00:11:13,,,,,,,,,,,,
1013,2019-08-02 00:11:16,2019-08-02 00:16:10,,00:01:41.6940000,,,,,,,,,,
1014,2019-08-02 00:16:15,2019-08-02 00:17:47,,,,,,,,,,,,
1015,2019-08-02 00:17:50,2019-08-02 00:19:08,,,,,,,,,,,,
1016,2019-08-02 00:19:11,2019-08-02 00:25:38,,00:01:41.6020000,,,,,,,,,,
1017,2019-08-02 00:25:41,2019-08-02 00:29:09,,00:01:40.7410000,,,,,,,,,,
1018,2019-08-02 00:29:11,2019-08-02 00:30:15,,,,,,,,,,,,
1019,2019-08-02 00:30:17,2019-08-02 00:39:17,,00:01:40.3440000,00:03:17.6860000,00:01:23.9690000,00:03:00,,,,,,,
1020,2019-08-02 00:39:20,2019-08-02 00:46:04,,00:01:40.0830000,,,,,,,,,,
1021,2019-08-02 00:46:07,2019-08-02 00:47:19,,,,,,,,,,,,
1022,2019-08-02 00:47:22,2019-08-02 00:50:01,,,,,,,,,,,,
1023,2019-08-02 01:56:23,2019-08-02 01:57:26,,,,,,,,,,,,
1024,2019-08-02 01:57:29,2019-08-02 01:59:03,,,,,,,,,,,,
1025,2019-08-02 01:59:06,2019-08-02 02:00:45,,,,,,,,,,,,
1026,2019-08-02 03:38:10,2019-08-02 03:40:33,,00:01:42.6560000,,,,,,,,,,
1027,2019-08-02 03:40:36,2019-08-02 03:41:40,,,,,,,,,,,,
1028,2019-08-02 03:41:42,2019-08-02 03:45:08,,00:01:40.3320000,,,,,,,,,,
1029,2019-08-02 03:45:11,2019-08-02 03:46:15,,,,,,,,,,,,
1030,2019-08-02 03:46:18,2019-08-02 03:47:52,,,,,,,,,,,,
1031,2019-08-02 03:47:55,2019-08-02 03:49:00,,,,,,,,,,,,
1032,2019-08-02 03:49:00,2019-08-02 03:53:45,,00:01:42.6010000,,,,,,,,,,
1033,2019-08-02 03:53:48,2019-08-02 03:54:52,,,,,,,,,,,,
1034,2019-08-02 03:54:54,2019-08-02 03:57:32,,00:01:40.4340000,,,,,,,,,,
1035,2019-08-02 03:57:35,2019-08-02 04:00:03,,00:01:39.9390000,,,,,,,,,,
1036,2019-08-02 04:00:06,2019-08-02 04:03:40,,00:01:40.6190000,,,,,,,,,,
1037,2019-08-02 04:03:43,2019-08-02 04:04:45,,,,,,,,,,,,
1038,2019-08-02 04:04:49,2019-08-02 04:04:51,,,,,,,,,,,,
1039,2019-08-02 04:04:54,2019-08-02 04:05:57,,,,,,,,,,,,
1040,2019-08-02 04:06:00,2019-08-02 04:07:34,,,,,,,,,,,,
1041,2019-08-02 04:07:37,2019-08-02 04:22:35,,00:01:40.4590000,00:03:18.6010000,00:01:24.9470000,00:03:00,00:01:29.4840000,00:01:10,00:01:57.6860000,00:01:57.2920000,,,
1042,2019-08-02 22:45:03,2019-08-02 22:46:07,,,,,,,,,,,,
1043,2019-08-02 22:46:09,2019-08-02 22:47:12,,,,,,,,,,,,
1044,2019-08-02 22:47:15,2019-08-02 22:51:06,,00:01:40.6680000,,,,,,,,,,
1045,2019-08-02 22:51:09,2019-08-02 22:52:43,,,,,,,,,,,,
1046,2019-08-02 22:52:46,2019-08-02 22:53:49,,,,,,,,,,,,
1047,2019-08-02 22:53:52,2019-08-02 22:55:23,,,,,,,,,,,,
1048,2019-08-02 22:55:26,2019-08-02 22:57:53,,,,,,,,,,,,
1049,2019-08-02 22:57:55,2019-08-02 23:00:24,,00:01:41.3440000,,,,,,,,,,
1050,2019-08-02 23:00:27,2019-08-02 23:05:16,,00:01:40.3510000,,,,,,,,,,
1051,2019-08-02 23:05:22,2019-08-02 23:06:26,,,,,,,,,,,,
1052,2019-08-02 23:06:29,2019-08-02 23:08:02,,,,,,,,,,,,
1053,2019-08-02 23:08:04,2019-08-02 23:09:08,,,,,,,,,,,,
1054,2019-08-02 23:09:11,2019-08-02 23:11:03,,,,,,,,,,,,
1055,2019-08-02 23:11:06,2019-08-02 23:12:09,,,,,,,,,,,,
1056,2019-08-02 23:12:12,2019-08-02 23:13:15,,,,,,,,,,,,
1057,2019-08-02 23:13:18,2019-08-02 23:17:11,,00:01:40.1890000,,,,,,,,,,
1058,2019-08-02 23:17:14,2019-08-02 23:23:33,,,,,,,,,,,,
1059,2019-08-02 23:23:39,2019-08-02 23:30:14,,,,,,,,,,,,
1060,2019-08-02 23:30:20,2019-08-02 23:31:59,,,,,,,,,,,,
1061,2019-08-02 23:32:03,2019-08-02 23:34:54,,00:01:40.5880000,,,,,,,,,,
1062,2019-08-02 23:34:56,2019-08-02 23:36:04,,,,,,,,,,,,
1063,2019-08-02 23:36:10,2019-08-02 23:37:54,,,,,,,,,,,,
1064,2019-08-02 23:37:57,2019-08-02 23:39:13,,,,,,,,,,,,
1065,2019-08-02 23:39:16,2019-08-02 23:39:25,,,,,,,,,,,,
1066,2019-08-02 23:39:27,2019-08-02 23:44:20,,,,,,,,,,,,
1067,2019-08-02 23:44:24,2019-08-02 23:44:25,,,,,,,,,,,,
1068,2019-08-02 23:44:26,2019-08-02 23:51:33,,00:01:40.7760000,00:03:10.6980000,00:01:43.3660000,,,,,,,,
1069,2019-08-02 23:51:36,2019-08-02 23:52:39,,,,,,,,,,,,
1070,2019-08-02 23:52:41,2019-08-02 23:53:44,,,,,,,,,,,,
1071,2019-08-02 23:53:47,2019-08-02 23:54:50,,,,,,,,,,,,
1072,2019-08-02 23:54:54,2019-08-02 23:54:56,,,,,,,,,,,,
1073,2019-08-02 23:54:59,2019-08-02 23:59:02,,00:01:40.6800000,,,,,,,,,,
1074,2019-08-02 23:59:05,2019-08-03 00:14:04,,00:01:40.3330000,00:03:15.9210000,00:01:25.2450000,00:03:00,00:01:28.9990000,00:01:10,00:01:58.6950000,00:01:50.6550000,,,
1075,2019-08-03 00:14:06,2019-08-03 00:15:48,,,,,,,,,,,,
1076,2019-08-03 00:15:51,2019-08-03 00:27:41,,00:01:40.1050000,,,,,,,,,,
1077,2019-08-03 02:36:53,2019-08-03 02:37:57,,,,,,,,,,,,
1078,2019-08-03 02:37:59,2019-08-03 02:39:37,,,,,,,,,,,,
1079,2019-08-03 02:39:40,2019-08-03 02:40:43,,,,,,,,,,,,
1080,2019-08-03 02:40:46,2019-08-03 02:49:43,,00:01:40.5800000,00:03:08.6630000,00:01:28.8710000,00:03:00,,,,,,,
1081,2019-08-03 02:49:46,2019-08-03 02:53:01,,00:01:40.0840000,,,,,,,,,,
1082,2019-08-03 02:53:05,2019-08-03 02:53:07,,,,,,,,,,,,
1083,2019-08-03 02:53:11,2019-08-03 02:54:49,,,,,,,,,,,,
1084,2019-08-03 02:54:52,2019-08-03 02:56:09,,,,,,,,,,,,
1085,2019-08-03 02:56:12,2019-08-03 02:57:47,,,,,,,,,,,,
1086,2019-08-03 02:57:50,2019-08-03 03:11:40,,00:01:41.2210000,00:03:11.7010000,00:01:23.0360000,00:03:00,00:01:28.4720000,00:01:10,00:01:59.1600000,,,,
1087,2019-08-03 03:11:45,2019-08-03 03:13:39,,,,,,,,,,,,
1088,2019-08-03 03:13:43,2019-08-05 00:49:34,,00:01:41.0780000,,,,,,,,,,
1089,2019-08-05 22:12:39,2019-08-05 22:25:11,,00:01:40.3690000,00:03:07.9760000,00:01:22.9350000,00:03:00,00:01:25.6590000,00:01:10,00:02:31.2180000,,,,
1090,2019-08-05 22:25:49,2019-08-05 22:27:25,,,,,,,,,,,,
1091,2019-08-05 22:27:28,2019-08-05 22:30:26,,00:01:41.1510000,,,,,,,,,,
1092,2019-08-05 22:30:29,2019-08-05 22:32:22,,,,,,,,,,,,
1093,2019-08-05 22:32:56,2019-08-05 22:33:59,,,,,,,,,,,,
1094,2019-08-05 22:34:02,2019-08-05 22:36:04,,,,,,,,,,,,
1095,2019-08-05 22:36:07,2019-08-05 22:37:10,,,,,,,,,,,,
1096,2019-08-05 22:37:13,2019-08-05 22:44:24,,00:01:41.7230000,00:03:15.5480000,00:01:23.8400000,,,,,,,,
1097,2019-08-05 22:44:27,2019-08-05 22:45:30,,,,,,,,,,,,
1098,2019-08-05 22:45:33,2019-08-05 22:48:42,,00:01:41.7450000,,,,,,,,,,
1099,2019-08-05 22:48:44,2019-08-05 22:50:22,,,,,,,,,,,,
1100,2019-08-05 22:50:24,2019-08-05 22:53:08,,00:01:39.7880000,,,,,,,,,,
1101,2019-08-05 22:53:14,2019-08-05 22:54:50,,,,,,,,,,,,
1102,2019-08-05 22:54:52,2019-08-05 22:55:12,,,,,,,,,,,,
1103,2019-08-05 22:56:37,2019-08-05 22:58:13,,,,,,,,,,,,
1104,2019-08-05 22:58:16,2019-08-05 22:59:19,,,,,,,,,,,,
1105,2019-08-05 22:59:22,2019-08-05 23:00:25,,,,,,,,,,,,
1106,2019-08-05 23:00:28,2019-08-05 23:04:45,,00:01:40.1640000,,,,,,,,,,
1107,2019-08-05 23:04:48,2019-08-05 23:07:36,,00:01:40.2800000,,,,,,,,,,
1108,2019-08-05 23:07:39,2019-08-05 23:11:47,,00:01:40.4460000,,,,,,,,,,
1109,2019-08-05 23:11:50,2019-08-05 23:12:54,,,,,,,,,,,,
1110,2019-08-05 23:12:57,2019-08-05 23:15:51,,00:01:40.8400000,,,,,,,,,,
1111,2019-08-05 23:15:54,2019-08-05 23:22:46,,00:01:40.4590000,00:03:11.7680000,00:01:23.4940000,,,,,,,,
1112,2019-08-05 23:22:49,2019-08-05 23:24:50,,,,,,,,,,,,
1113,2019-08-08 05:10:53,2019-08-08 05:12:16,,,,,,,,,,,,
1114,2019-08-08 23:18:36,2019-08-08 23:19:56,,,,,,,,,,,,
1115,2019-08-08 23:20:07,2019-08-08 23:22:58,,00:01:43.0830000,,,,,,,,,,
1116,2019-08-08 23:23:01,2019-08-08 23:28:04,,00:01:41.8330000,,,,,,,,,,
1117,2019-08-08 23:28:07,2019-08-08 23:30:54,,00:01:39.6940000,,,,,,,,,,
1118,2019-08-08 23:30:57,2019-08-08 23:33:32,,00:01:39.5720000,,,,,,,,,,
1119,2019-08-08 23:33:35,2019-08-08 23:38:23,,00:01:40.1680000,,,,,,,,,,
1120,2019-08-08 23:38:26,2019-08-08 23:39:29,,,,,,,,,,,,
1121,2019-08-08 23:39:32,2019-08-08 23:42:10,,00:01:41.0780000,,,,,,,,,,
1122,2019-08-08 23:42:13,2019-08-08 23:47:40,,00:01:39.7250000,,,,,,,,,,
1123,2019-08-08 23:47:43,2019-08-09 00:02:40,,00:01:39.6890000,00:03:15.3860000,00:01:26.2650000,00:03:00,00:01:34.3460000,00:01:10,00:01:59.4120000,00:01:49.5100000,,,
1124,2019-08-09 00:02:42,2019-08-09 00:04:21,,,,,,,,,,,,
1125,2019-08-09 00:04:24,2019-08-09 00:05:26,,,,,,,,,,,,
1126,2019-08-09 00:05:29,2019-08-09 00:06:33,,,,,,,,,,,,
1127,2019-08-09 00:06:36,2019-08-09 00:15:28,,00:01:40.3210000,00:03:09.8390000,00:01:23.4620000,00:03:00,,,,,,,
1128,2019-08-09 00:15:31,2019-08-09 00:29:23,,00:01:40.3290000,00:03:10.6850000,00:01:24.7050000,00:03:00,00:01:33.0370000,00:01:10,00:01:58.5140000,,,,
1129,2019-08-13 20:48:45,2019-08-13 20:49:00,,,,,,,,,,,,
1130,2019-08-23 23:49:23,2019-08-23 23:51:07,,,,,,,,,,,,
