id,started,ended,realTime,bob,wf,ccm,dw,ssl,lll,hmc,ddd,fs,bljs,bits
1131,2019-08-23 23:52:46,2019-08-23 23:52:48,,,,,,,,,,,,
1132,2019-08-23 23:54:21,2019-08-23 23:54:38,,,,,,,,,,,,
1133,2019-08-23 23:54:42,2019-08-23 23:54:42,,,,,,,,,,,,
1134,2019-08-25 23:01:04,2019-08-25 23:02:48,,,,,,,,,,,,
1135,2019-08-25 23:02:55,2019-08-25 23:03:58,,,,,,,,,,,,
1136,2019-08-25 23:04:03,2019-08-25 23:07:32,,00:01:39.8560000,,,,,,,,,,
1137,2019-08-25 23:07:38,2019-08-25 23:10:16,,00:01:40.8490000,,,,,,,,,,
1138,2019-08-25 23:10:22,2019-08-25 23:17:45,,00:01:42.2910000,00:03:24.6830000,00:01:31.1420000,,,,,,,,
1139,2019-08-25 23:17:50,2019-08-25 23:25:18,,00:01:39.9620000,00:03:21.1270000,00:01:41.1490000,,,,,,,,
1140,2019-08-25 23:25:23,2019-08-25 23:26:59,,,,,,,,,,,,
1141,2019-08-25 23:27:04,2019-08-25 23:30:42,,00:01:41.5490000,,,,,,,,,,
1142,2019-08-25 23:30:47,2019-08-25 23:34:42,,00:01:40.5770000,,,,,,,,,,
1143,2019-08-25 23:36:28,2019-08-25 23:38:09,,,,,,,,,,,,
1144,2019-08-25 23:38:15,2019-08-25 23:39:50,,,,,,,,,,,,
1145,2019-08-25 23:39:55,2019-08-25 23:44:23,,00:01:43.8760000,,,,,,,,,,
1146,2019-08-25 23:44:26,2019-08-25 23:46:01,,,,,,,,,,,,
1147,2019-08-25 23:46:07,2019-08-25 23:47:41,,,,,,,,,,,,
1148,2019-08-25 23:47:46,2019-08-25 23:50:55,,00:01:43.3980000,,,,,,,,,,
1149,2019-08-25 23:58:58,2019-08-26 00:00:00,,,,,,,,,,,,
1150,2019-08-26 00:00:05,2019-08-26 00:01:07,,,,,,,,,,,,
1151,2019-08-26 00:01:12,2019-08-26 00:02:46,,,,,,,,,,,,
1152,2019-08-26 00:02:51,2019-08-26 00:07:07,,00:01:41.2160000,,,,,,,,,,
1153,2019-08-26 00:07:12,2019-08-26 00:08:14,,,,,,,,,,,,
1154,2019-08-26 00:08:17,2019-08-26 00:10:28,,00:01:41.3220000,,,,,,,,,,
1155,2019-08-26 00:10:31,2019-08-26 00:12:03,,,,,,,,,,,,
1156,2019-08-26 00:12:08,2019-08-26 00:13:43,,,,,,,,,,,,
1157,2019-08-26 00:13:46,2019-08-26 00:15:34,,,,,,,,,,,,
1158,2019-08-29 00:25:19,2019-08-29 00:26:57,,,,,,,,,,,,
1159,2019-08-29 00:26:59,2019-08-29 00:28:02,,,,,,,,,,,,
1160,2019-08-29 00:28:05,2019-08-29 00:29:41,,,,,,,,,,,,
1161,2019-08-29 00:29:44,2019-08-29 00:32:12,,,,,,,,,,,,
1162,2019-08-29 00:38:23,2019-08-29 00:41:22,,00:01:40.1520000,,,,,,,,,,
1163,2019-08-29 00:41:25,2019-08-29 00:42:27,,,,,,,,,,,,
1164,2019-08-29 00:42:32,2019-08-29 00:47:23,,00:01:40.5030000,,,,,,,,,,
1165,2019-08-29 23:26:42,2019-08-29 23:30:02,,00:01:45.5770000,,,,,,,,,,
1166,2019-08-29 23:30:05,2019-08-29 23:31:13,,,,,,,,,,,,
1167,2019-08-29 23:31:16,2019-08-29 23:46:31,,00:01:40.4890000,00:03:27.8450000,00:01:27.9270000,00:03:00,00:01:37.1160000,00:01:10,00:01:59.3210000,00:01:36.1460000,,,
1168,2019-08-29 23:46:34,2019-08-29 23:47:37,,,,,,,,,,,,
1169,2019-08-29 23:47:40,2019-08-29 23:48:43,,,,,,,,,,,,
1170,2019-08-29 23:48:46,2019-08-29 23:48:49,,,,,,,,,,,,
1171,2019-08-29 23:48:54,2019-08-29 23:52:44,,00:01:41.8640000,,,,,,,,,,
1172,2019-08-29 23:52:47,2019-08-29 23:53:52,,,,,,,,,,,,
1173,2019-08-29 23:53:53,2019-08-29 23:54:57,,,,,,,,,,,,
1174,2019-08-29 23:54:59,2019-08-29 23:56:40,,,,,,,,,,,,
1175,2019-08-29 23:59:46,2019-08-30 00:01:25,,,,,,,,,,,,
1176,2019-08-30 00:01:28,2019-08-30 00:03:14,,,,,,,,,,,,
1177,2019-08-30 00:03:16,2019-08-30 00:10:41,,00:01:42.6580000,00:03:18.8610000,00:01:24.6080000,,,,,,,,
1178,2019-08-30 00:10:44,2019-08-30 00:12:03,,,,,,,,,,,,
1179,2019-08-30 00:12:06,2019-08-30 00:17:10,,00:01:41.8920000,,,,,,,,,,
1180,2019-09-07 21:38:26,2019-09-07 21:40:10,,,,,,,,,,,,
1181,2019-09-07 21:40:13,2019-09-07 21:41:50,,,,,,,,,,,,
1182,2019-09-07 21:41:53,2019-09-07 21:43:27,,,,,,,,,,,,
1183,2019-09-07 21:43:30,2019-09-07 21:44:33,,,,,,,,,,,,
1184,2019-09-07 21:44:42,2019-09-07 21:46:20,,,,,,,,,,,,
1185,2019-09-07 21:46:24,2019-09-07 21:49:32,,00:01:40.9280000,,,,,,,,,,
1186,2019-09-07 21:49:35,2019-09-07 21:50:40,,,,,,,,,,,,
1187,2019-09-07 21:50:43,2019-09-07 21:54:19,,00:01:41.4400000,,,,,,,,,,
1188,2019-09-07 21:54:20,2019-09-07 21:56:18,,,,,,,,,,,,
1189,2019-09-07 21:58:55,2019-09-07 21:59:59,,,,,,,,,,,,
1190,2019-09-07 22:00:02,2019-09-07 22:01:39,,,,,,,,,,,,
1191,2019-09-07 22:01:44,2019-09-07 22:13:43,,00:01:41.7190000,00:03:25.7040000,00:01:26.3820000,00:03:00,00:01:30.0590000,00:01:10,,,,,
1192,2019-09-07 22:13:46,2019-09-07 22:14:50,,,,,,,,,,,,
1193,2019-09-07 22:14:53,2019-09-07 22:18:49,,00:01:40.5590000,,,,,,,,,,
1194,2019-09-07 22:18:52,2019-09-07 22:20:50,,,,,,,,,,,,
1195,2019-09-07 22:23:41,2019-09-07 22:24:45,,,,,,,,,,,,
1196,2019-09-07 22:24:47,2019-09-07 22:27:59,,00:01:46.4110000,,,,,,,,,,
1197,2019-09-07 22:28:01,2019-09-07 22:29:36,,,,,,,,,,,,
1198,2019-09-07 22:29:38,2019-09-07 22:31:22,,,,,,,,,,,,
1199,2019-09-07 22:31:24,2019-09-07 22:32:29,,,,,,,,,,,,
1200,2019-09-07 22:32:32,2019-09-07 22:34:06,,,,,,,,,,,,
1201,2019-09-07 22:34:08,2019-09-07 22:36:39,,,,,,,,,,,,
1202,2019-09-07 22:36:41,2019-09-07 22:36:47,,,,,,,,,,,,
1203,2019-09-07 22:38:12,2019-09-07 22:39:15,,,,,,,,,,,,
1204,2019-09-07 22:39:18,2019-09-07 22:40:22,,,,,,,,,,,,
1205,2019-09-07 22:40:25,2019-09-07 22:42:59,,00:01:46.5490000,,,,,,,,,,
1206,2019-09-07 22:43:02,2019-09-07 22:44:08,,,,,,,,,,,,
1207,2019-09-07 22:44:10,2019-09-07 22:45:56,,,,,,,,,,,,
1208,2019-09-07 22:45:59,2019-09-07 22:47:48,,,,,,,,,,,,
1209,2019-09-07 22:47:51,2019-09-07 22:51:06,,00:01:40.2160000,,,,,,,,,,
1210,2019-09-07 22:51:09,2019-09-07 22:52:55,,,,,,,,,,,,
1211,2019-09-07 22:52:57,2019-09-07 22:54:01,,,,,,,,,,,,
1212,2019-09-07 22:54:07,2019-09-07 22:56:02,,,,,,,,,,,,
1213,2019-09-07 22:56:07,2019-09-07 22:57:11,,,,,,,,,,,,
1214,2019-09-07 22:57:14,2019-09-07 22:59:12,,,,,,,,,,,,
1215,2019-09-07 22:59:16,2019-09-07 23:00:20,,,,,,,,,,,,
1216,2019-09-07 23:00:22,2019-09-07 23:03:15,,,,,,,,,,,,
1217,2019-09-07 23:08:08,2019-09-07 23:09:11,,,,,,,,,,,,
1218,2019-09-07 23:09:14,2019-09-07 23:11:06,,,,,,,,,,,,
1219,2019-09-07 23:11:09,2019-09-07 23:12:13,,,,,,,,,,,,
1220,2019-09-07 23:12:16,2019-09-07 23:30:10,,,00:04:57.5410000,00:01:24.2260000,00:03:00,00:01:28.3830000,00:01:10,00:02:01.7200000,00:01:35.2630000,00:02:09.4960000,00:01:12.4700000,
1221,2019-09-07 23:30:17,2019-09-07 23:31:55,,,,,,,,,,,,
1222,2019-09-07 23:31:58,2019-09-07 23:38:15,,00:01:40.1990000,00:03:23.0010000,,,,,,,,,
1223,2019-09-07 23:38:18,2019-09-07 23:39:22,,,,,,,,,,,,
1224,2019-09-07 23:39:25,2019-09-07 23:40:30,,,,,,,,,,,,
1225,2019-09-07 23:40:33,2019-09-07 23:41:36,,,,,,,,,,,,
1226,2019-09-07 23:41:39,2019-09-07 23:47:26,,00:01:44.1570000,00:03:23.4480000,,,,,,,,,
1227,2019-09-07 23:47:29,2019-09-07 23:49:03,,,,,,,,,,,,
1228,2019-09-07 23:49:06,2019-09-07 23:50:10,,,,,,,,,,,,
1229,2019-09-07 23:50:13,2019-09-07 23:51:57,,,,,,,,,,,,
1230,2019-09-07 23:51:59,2019-09-07 23:53:04,,,,,,,,,,,,
1231,2019-09-07 23:53:07,2019-09-08 00:11:43,,00:01:40.3670000,00:03:15.7250000,00:01:25.7450000,00:03:00,00:01:25.5580000,00:01:10,00:02:12.7540000,00:01:40.2570000,00:01:53.0550000,00:01:28.4000000,
1232,2019-09-08 00:11:45,2019-09-08 00:13:19,,,,,,,,,,,,
1233,2019-09-08 00:13:22,2019-09-08 00:15:01,,,,,,,,,,,,
1234,2019-09-08 00:15:03,2019-09-08 00:25:46,,00:01:41.8900000,00:03:26.5480000,,00:03:06.6230000,00:01:28.6860000,00:01:10,,,,,
1235,2019-09-08 00:25:49,2019-09-08 00:28:16,,,,,,,,,,,,
1236,2019-09-08 01:17:03,2019-09-08 01:18:15,,,,,,,,,,,,
1237,2019-09-08 01:18:18,2019-09-08 01:19:20,,,,,,,,,,,,
1238,2019-09-08 01:19:23,2019-09-08 01:20:26,,,,,,,,,,,,
1239,2019-09-08 01:20:29,2019-09-08 01:22:18,,,,,,,,,,,,
1240,2019-09-08 01:22:21,2019-09-08 01:23:58,,,,,,,,,,,,
1241,2019-09-08 01:24:00,2019-09-08 01:27:53,,00:01:41.0210000,,,,,,,,,,
1242,2019-09-08 01:27:55,2019-09-08 01:29:32,,,,,,,,,,,,
1243,2019-09-08 01:29:36,2019-09-08 01:37:04,,00:01:39.7550000,00:03:22.3000000,00:01:47.6730000,,,,,,,,
1244,2019-09-08 01:37:07,2019-09-08 01:38:13,,,,,,,,,,,,
1245,2019-09-08 01:38:14,2019-09-08 01:45:30,,00:01:41.1760000,00:03:21.2530000,00:01:29.2980000,,,,,,,,
1246,2019-09-08 01:45:32,2019-09-08 01:48:08,,00:01:41.0740000,,,,,,,,,,
1247,2019-09-08 01:48:11,2019-09-08 01:49:14,,,,,,,,,,,,
1248,2019-09-08 01:49:17,2019-09-08 01:52:03,,,,,,,,,,,,
1249,2019-09-08 01:52:09,2019-09-08 01:53:12,,,,,,,,,,,,
1250,2019-09-08 01:53:15,2019-09-08 01:56:21,,00:01:41.0890000,,,,,,,,,,
1251,2019-09-08 01:56:24,2019-09-08 02:04:08,,,00:04:57.8410000,00:01:36.1080000,,,,,,,,
1252,2019-09-08 02:04:08,2019-09-08 02:14:10,,00:01:40.5280000,00:03:11.7190000,00:01:25.4620000,00:03:00,00:01:53.1700000,,,,,,
1253,2019-09-08 02:14:13,2019-09-08 02:22:17,,00:01:40.7210000,00:03:26.9500000,00:01:25.5750000,,,,,,,,
1254,2019-09-08 02:22:20,2019-09-08 02:23:24,,,,,,,,,,,,
1255,2019-09-08 02:23:27,2019-09-08 02:25:12,,,,,,,,,,,,
1256,2019-09-08 02:25:18,2019-09-08 02:26:52,,,,,,,,,,,,
1257,2019-09-08 02:26:55,2019-09-08 02:27:59,,,,,,,,,,,,
1258,2019-09-08 02:28:02,2019-09-08 02:29:06,,,,,,,,,,,,
1259,2019-09-08 02:29:09,2019-09-08 02:38:14,,00:01:42.9030000,00:03:12.1600000,00:01:23.6700000,00:03:00,,,,,,,
1260,2019-09-08 02:54:53,2019-09-08 02:56:32,,,,,,,,,,,,
1261,2019-09-10 23:09:38,2019-09-10 23:10:40,,,,,,,,,,,,
1262,2019-09-10 23:10:43,2019-09-10 23:12:17,,,,,,,,,,,,
1263,2019-09-10 23:12:21,2019-09-10 23:15:24,,00:01:40.7830000,,,,,,,,,,
1264,2019-09-10 23:15:27,2019-09-10 23:17:03,,,,,,,,,,,,
1265,2019-09-10 23:17:06,2019-09-10 23:20:10,,00:01:41.4980000,,,,,,,,,,
1266,2019-09-10 23:20:13,2019-09-10 23:35:20,,00:01:41.3130000,00:03:17.5690000,00:01:27.4850000,00:03:00,00:01:26.2630000,00:01:10,00:02:26.0240000,00:01:39.3940000,,,
1267,2019-09-10 23:35:24,2019-09-10 23:36:27,,,,,,,,,,,,
1268,2019-09-10 23:36:30,2019-09-10 23:39:09,,00:01:40.5160000,,,,,,,,,,
1269,2019-09-10 23:39:12,2019-09-10 23:40:49,,,,,,,,,,,,
1270,2019-09-10 23:40:52,2019-09-10 23:42:31,,,,,,,,,,,,
1271,2019-09-10 23:43:32,2019-09-10 23:48:28,,00:01:43.2380000,,,,,,,,,,
1272,2019-09-10 23:48:31,2019-09-10 23:52:19,,00:01:43.9970000,,,,,,,,,,
1273,2019-09-10 23:52:22,2019-09-10 23:55:27,,00:01:40.7170000,,,,,,,,,,
1274,2019-09-10 23:55:30,2019-09-10 23:57:10,,,,,,,,,,,,
1275,2019-09-10 23:57:48,2019-09-10 23:59:31,,,,,,,,,,,,
1276,2019-09-10 23:59:34,2019-09-11 00:03:10,,00:01:41.5850000,,,,,,,,,,
1277,2019-09-11 00:03:13,2019-09-11 00:08:09,,00:01:40.4370000,,,,,,,,,,
1278,2019-09-11 00:08:12,2019-09-11 00:17:14,,00:01:40.5100000,00:03:14.9660000,00:01:24.9480000,00:03:00,,,,,,,
1279,2019-09-11 00:17:17,2019-09-11 00:18:55,,,,,,,,,,,,
1280,2019-09-11 00:18:58,2019-09-11 00:32:59,,00:01:40.6940000,00:03:12.1040000,00:01:35.7710000,00:03:00,00:01:27.7360000,00:01:10,00:02:01.9690000,,,,
1281,2019-09-11 00:33:02,2019-09-11 00:34:07,,,,,,,,,,,,
1282,2019-09-11 00:34:08,2019-09-11 00:36:07,,,,,,,,,,,,
1283,2019-09-11 00:36:10,2019-09-11 00:36:12,,,,,,,,,,,,
1284,2019-09-11 00:36:15,2019-09-11 00:38:50,,00:01:41.6340000,,,,,,,,,,
1285,2019-09-11 00:38:53,2019-09-11 00:41:30,,00:01:40.9750000,,,,,,,,,,
1286,2019-09-11 00:41:33,2019-09-11 00:44:00,,00:01:40.0060000,,,,,,,,,,
1287,2019-09-11 00:44:09,2019-09-11 00:45:12,,,,,,,,,,,,
1288,2019-09-11 00:45:15,2019-09-11 00:49:17,,00:01:40.5290000,,,,,,,,,,
1289,2019-09-11 00:49:20,2019-09-11 00:50:54,,,,,,,,,,,,
1290,2019-09-11 00:50:57,2019-09-11 00:52:32,,,,,,,,,,,,
1291,2019-09-11 00:52:35,2019-09-11 00:54:12,,,,,,,,,,,,
1292,2019-09-11 00:54:15,2019-09-11 00:56:44,,00:01:40.3180000,,,,,,,,,,
1293,2019-09-11 00:56:47,2019-09-11 01:16:21,,00:01:39.8120000,00:03:17.4860000,00:01:29.8140000,00:03:00,00:01:26.6290000,00:01:10,00:01:57.7180000,00:01:43.1820000,00:02:06.1090000,00:01:06.0770000,
1294,2019-09-11 01:16:34,2019-09-11 01:19:53,,00:01:39.7340000,,,,,,,,,,
1295,2019-09-11 01:19:56,2019-09-11 01:23:15,,00:01:41.1330000,,,,,,,,,,
1296,2019-09-11 01:24:18,2019-09-11 01:25:53,,,,,,,,,,,,
1297,2019-09-11 01:25:56,2019-09-11 01:28:38,,00:01:40.1900000,,,,,,,,,,
1298,2019-09-11 01:28:41,2019-09-11 01:29:40,,,,,,,,,,,,
1299,2019-09-11 01:29:43,2019-09-11 01:32:24,,,,,,,,,,,,
1300,2019-09-11 01:32:27,2019-09-11 01:33:32,,,,,,,,,,,,
1301,2019-09-11 01:33:35,2019-09-11 01:34:50,,,,,,,,,,,,
1302,2019-09-11 01:34:53,2019-09-11 01:37:38,,,,,,,,,,,,
1303,2019-09-11 01:37:40,2019-09-11 01:40:46,,00:01:40.4380000,,,,,,,,,,
1304,2019-09-11 01:40:49,2019-09-11 01:54:09,,00:01:42.4700000,00:03:26.1290000,00:01:28.0320000,00:03:00,00:01:27.3010000,00:01:10,00:01:57.1490000,,,,
1305,2019-09-11 01:55:33,2019-09-11 02:14:00,,00:01:39.8780000,00:03:07.3650000,00:01:24.4120000,00:03:00,00:01:27.7460000,00:01:10,00:02:02.6920000,00:01:41.1180000,00:01:41.4790000,00:01:03.7660000,
1306,2019-09-13 00:17:47,2019-09-13 00:36:31,,00:01:40.4930000,00:03:09.2340000,00:01:24.6980000,00:03:00,00:01:26.6490000,00:01:10,00:02:01.6860000,00:01:36.7340000,00:02:03.0320000,00:01:24.6880000,
1307,2019-09-13 00:36:34,2019-09-13 00:37:42,,,,,,,,,,,,
1308,2019-09-13 00:37:48,2019-09-13 00:38:51,,,,,,,,,,,,
1309,2019-09-13 00:38:54,2019-09-13 00:41:27,,00:01:41.5150000,,,,,,,,,,
1310,2019-09-13 00:41:30,2019-09-13 00:43:49,,,,,,,,,,,,
1311,2019-09-13 00:43:52,2019-09-13 00:49:42,,00:01:40.3120000,00:03:20.8960000,,,,,,,,,
1312,2019-09-13 00:49:45,2019-09-13 00:50:40,,,,,,,,,,,,
1313,2019-09-13 01:00:00,2019-09-13 01:01:03,,,,,,,,,,,,
1314,2019-09-13 01:01:06,2019-09-13 01:02:46,,,,,,,,,,,,
1315,2019-09-13 01:02:49,2019-09-13 01:03:54,,,,,,,,,,,,
1316,2019-09-13 01:12:11,2019-09-13 01:16:33,,00:01:43.1140000,,,,,,,,,,
1317,2019-09-13 01:16:36,2019-09-13 01:23:46,,00:01:40.4710000,00:03:26.8380000,00:01:26.7940000,,,,,,,,
1318,2019-09-13 01:23:49,2019-09-13 01:31:34,,00:01:49.2430000,00:03:19.2260000,00:01:23.9660000,,,,,,,,
1319,2019-09-16 01:40:37,2019-09-16 01:41:40,,,,,,,,,,,,
1320,2019-09-16 01:41:43,2019-09-16 01:43:19,,,,,,,,,,,,
1321,2019-09-16 01:43:22,2019-09-16 01:46:28,,00:01:41.4340000,,,,,,,,,,
1322,2019-09-16 01:48:03,2019-09-16 01:49:07,,,,,,,,,,,,
1323,2019-09-16 01:49:09,2019-09-16 01:50:48,,,,,,,,,,,,
1324,2019-09-16 01:50:51,2019-09-16 01:52:37,,,,,,,,,,,,
1325,2019-09-16 01:52:39,2019-09-16 01:56:34,,00:01:43.8310000,,,,,,,,,,
1326,2019-09-16 01:56:37,2019-09-16 02:01:29,,00:01:41.0290000,,,,,,,,,,
1327,2019-09-18 02:19:01,2019-09-18 02:32:12,,00:01:39.7120000,00:03:20.4610000,00:01:27.8160000,00:03:00,00:01:31.9430000,00:01:10,00:01:59.8910000,,,,
1328,2019-09-18 02:32:14,2019-09-18 02:45:10,,00:01:42.6540000,00:03:13.8010000,00:01:30.0300000,00:03:00,00:01:26.5530000,00:01:10,00:02:24.3880000,,,,
1329,2019-09-18 02:45:13,2019-09-18 02:46:50,,00:01:39.5800000,,,,,,,,,,
1330,2019-09-18 02:46:52,2019-09-18 03:09:00,,00:01:40.4220000,00:03:19.3140000,00:01:28.4990000,00:03:00,00:01:30.2280000,00:01:10,00:02:01.5430000,00:01:40.3240000,00:01:49.4920000,,
1331,2019-09-19 01:51:49,2019-09-19 01:53:32,,,,,,,,,,,,
1332,2019-09-19 01:53:35,2019-09-19 01:54:38,,,,,,,,,,,,
1333,2019-09-19 01:54:41,2019-09-19 01:56:21,,,,,,,,,,,,
1334,2019-09-19 01:56:24,2019-09-19 01:58:12,,,,,,,,,,,,
1335,2019-09-19 01:58:16,2019-09-19 01:59:18,,,,,,,,,,,,
1336,2019-09-19 01:59:21,2019-09-19 02:14:14,,00:01:40.4110000,00:03:14.9260000,00:01:27.9810000,00:03:00,00:01:29.4180000,00:01:10,00:02:00.3390000,00:01:57.2340000,,,
1337,2019-09-19 02:14:17,2019-09-19 02:17:18,,00:01:39.7750000,,,,,,,,,,
1338,2019-09-19 02:17:21,2019-09-19 02:18:25,,,,,,,,,,,,
1339,2019-09-19 02:18:28,2019-09-19 02:19:31,,,,,,,,,,,,
1340,2019-09-19 02:19:34,2019-09-19 02:23:15,,00:01:41.9730000,,,,,,,,,,
1341,2019-09-19 02:23:18,2019-09-19 02:41:58,,00:01:43.3330000,00:03:20.7560000,00:01:27.2930000,00:03:00,00:01:32.1830000,00:01:10,00:01:58.2780000,00:01:55.2940000,00:01:55.1930000,00:01:13.9830000,
1342,2019-09-20 02:50:09,2019-09-20 02:51:57,,,,,,,,,,,,
1343,2019-09-20 02:52:00,2019-09-20 02:55:07,,00:01:39.7780000,,,,,,,,,,
1344,2019-09-20 02:55:10,2019-09-20 03:00:03,,00:01:44.0810000,,,,,,,,,,
1345,2019-09-20 03:00:06,2019-09-20 03:05:17,,00:01:39.6240000,,,,,,,,,,
1346,2019-09-20 03:05:20,2019-09-20 03:05:27,,,,,,,,,,,,
1347,2019-09-20 03:05:31,2019-09-20 03:05:34,,,,,,,,,,,,
1348,2019-09-20 22:48:27,2019-09-20 22:51:35,,00:01:42.9710000,,,,,,,,,,
1349,2019-09-20 22:55:28,2019-09-20 22:56:32,,,,,,,,,,,,
1350,2019-09-20 22:56:35,2019-09-20 22:59:01,,00:01:42.4530000,,,,,,,,,,
1351,2019-09-20 23:25:11,2019-09-20 23:26:49,,,,,,,,,,,,
1352,2019-09-20 23:26:51,2019-09-20 23:29:53,,00:01:42.4240000,,,,,,,,,,
1353,2019-09-20 23:29:56,2019-09-20 23:33:00,,,,,,,,,,,,
1354,2019-09-20 23:33:03,2019-09-20 23:34:38,,,,,,,,,,,,
1355,2019-09-20 23:34:41,2019-09-20 23:41:50,,00:01:39.5810000,00:03:16.6020000,00:01:32.9250000,,,,,,,,
1356,2019-09-20 23:41:53,2019-09-20 23:43:32,,,,,,,,,,,,
1357,2019-09-20 23:43:35,2019-09-20 23:44:39,,,,,,,,,,,,
1358,2019-09-20 23:44:43,2019-09-20 23:46:21,,,,,,,,,,,,
1359,2019-09-20 23:46:24,2019-09-20 23:47:30,,,,,,,,,,,,
1360,2019-09-20 23:47:31,2019-09-20 23:49:07,,,,,,,,,,,,
1361,2019-09-20 23:49:10,2019-09-20 23:50:53,,,,,,,,,,,,
1362,2019-09-20 23:50:56,2019-09-20 23:53:09,,,,,,,,,,,,
1363,2019-09-20 23:53:11,2019-09-20 23:57:00,,00:01:42.0740000,,,,,,,,,,
1364,2019-09-20 23:57:02,2019-09-21 00:01:53,,00:01:39.8530000,,,,,,,,,,
1365,2019-09-21 00:01:56,2019-09-21 00:02:58,,,,,,,,,,,,
1366,2019-09-21 00:03:01,2019-09-21 00:05:41,,00:01:41.2740000,,,,,,,,,,
1367,2019-09-21 00:05:44,2019-09-21 00:07:47,,,,,,,,,,,,
1368,2019-09-21 00:07:51,2019-09-21 00:08:55,,,,,,,,,,,,
1369,2019-09-21 00:08:58,2019-09-21 00:12:12,,00:01:40.3350000,,,,,,,,,,
1370,2019-09-21 00:12:15,2019-09-21 00:15:46,,00:01:39.7040000,,,,,,,,,,
1371,2019-09-21 00:15:49,2019-09-21 00:18:51,,00:01:39.5110000,,,,,,,,,,
1372,2019-09-21 00:18:52,2019-09-21 00:19:03,,,,,,,,,,,,
1373,2019-09-21 00:19:06,2019-09-21 00:21:14,,,,,,,,,,,,
1374,2019-09-21 00:21:17,2019-09-21 00:23:13,,,,,,,,,,,,
1375,2019-09-21 00:23:15,2019-09-21 00:26:24,,00:01:39.7470000,,,,,,,,,,
1376,2019-09-21 00:26:26,2019-09-21 00:27:30,,,,,,,,,,,,
1377,2019-09-21 00:27:33,2019-09-21 00:29:29,,,,,,,,,,,,
1378,2019-09-21 00:29:31,2019-09-21 00:31:07,,,,,,,,,,,,
1379,2019-09-21 00:31:10,2019-09-21 00:32:13,,,,,,,,,,,,
1380,2019-09-21 00:32:16,2019-09-21 00:34:59,,00:01:39.7390000,,,,,,,,,,
1381,2019-09-21 00:35:03,2019-09-21 00:36:08,,,,,,,,,,,,
1382,2019-09-21 00:36:11,2019-09-21 00:37:15,,,,,,,,,,,,
1383,2019-09-21 00:37:17,2019-09-21 00:38:25,,,,,,,,,,,,
1384,2019-09-21 00:38:27,2019-09-21 00:40:03,,,,,,,,,,,,
1385,2019-09-21 00:40:06,2019-09-21 00:41:34,,,,,,,,,,,,
1386,2019-09-21 00:41:37,2019-09-21 00:45:11,,00:01:44.6570000,,,,,,,,,,
1387,2019-09-21 00:45:13,2019-09-21 00:47:06,,,,,,,,,,,,
1388,2019-09-21 00:47:09,2019-09-21 00:48:14,,,,,,,,,,,,
1389,2019-09-21 00:48:17,2019-09-21 00:49:24,,,,,,,,,,,,
1390,2019-09-21 00:49:27,2019-09-21 00:52:42,,00:01:42.0950000,,,,,,,,,,
1391,2019-09-21 00:52:45,2019-09-21 00:54:32,,,,,,,,,,,,
1392,2019-09-21 00:54:35,2019-09-21 00:57:02,,00:01:40.9470000,,,,,,,,,,
1393,2019-09-21 00:57:04,2019-09-21 00:58:39,,,,,,,,,,,,
1394,2019-09-21 00:58:42,2019-09-21 01:01:53,,00:01:41.0390000,,,,,,,,,,
1395,2019-09-21 01:01:56,2019-09-21 01:04:36,,00:01:39.8520000,,,,,,,,,,
1396,2019-09-21 01:04:39,2019-09-21 01:05:44,,,,,,,,,,,,
1397,2019-09-21 01:05:47,2019-09-21 01:06:49,,,,,,,,,,,,
1398,2019-09-21 01:06:53,2019-09-21 01:08:26,,,,,,,,,,,,
1399,2019-09-21 01:08:29,2019-09-21 01:14:44,,00:01:40.9150000,00:03:21.2250000,,,,,,,,,
1400,2019-09-21 01:14:47,2019-09-21 01:15:07,,,,,,,,,,,,
1401,2019-09-22 21:48:20,2019-09-22 22:07:28,00:19:10.8650000,00:01:39.9910000,00:03:23.0060000,00:01:26.4650000,00:03:00,00:01:25.1550000,00:01:10,00:02:05.0630000,00:01:36.6760000,00:01:39.7770000,00:01:21.6970000,00:02:16.1700000
1402,2019-09-22 22:07:49,2019-09-22 22:10:56,,00:01:39.4540000,,,,,,,,,,
1403,2019-09-22 22:11:02,2019-09-22 22:12:05,,,,,,,,,,,,
1404,2019-09-22 22:12:08,2019-09-22 22:13:11,,,,,,,,,,,,
1405,2019-09-22 22:13:14,2019-09-22 22:16:32,,00:01:39.5870000,,,,,,,,,,
1406,2019-09-22 22:16:34,2019-09-22 22:27:16,,00:01:40.0470000,00:03:12.2080000,00:01:25.1800000,00:03:00,00:01:32.4300000,00:01:10,,,,,
1407,2019-09-22 22:27:20,2019-09-22 22:30:19,,00:01:41.0230000,,,,,,,,,,
1408,2019-09-22 22:31:55,2019-09-22 22:33:00,,,,,,,,,,,,
1409,2019-09-22 22:33:03,2019-09-22 22:42:38,,00:01:39.6340000,00:03:16.5460000,00:01:24.8140000,00:03:00,,,,,,,
1410,2019-09-22 22:42:41,2019-09-22 22:43:45,,,,,,,,,,,,
1411,2019-09-22 22:43:48,2019-09-22 22:45:21,,,,,,,,,,,,
1412,2019-09-22 22:45:24,2019-09-22 22:47:05,,,,,,,,,,,,
1413,2019-09-22 22:47:07,2019-09-22 22:54:53,,00:01:40.1000000,00:03:26.8160000,00:01:25.8760000,,,,,,,,
